temp,pressure,humidity,visibility,wind_speed,clouds,ts,count,hour,day,month,weekday
23.76,1015.0,50.0,10000.0,6.0,75.0,2018-08-20 13:00:00,0,13,20,8,2
24.51,1015.0,47.0,10000.0,8.0,75.0,2018-08-20 14:00:00,1,14,20,8,2
23.76,1015.0,50.0,10000.0,7.0,75.0,2018-08-20 15:00:00,4,15,20,8,2
24.01,1015.0,50.0,10000.0,6.0,75.0,2018-08-20 16:00:00,1,16,20,8,2
23.26,1014.0,56.0,10000.0,5.0,75.0,2018-08-20 17:00:00,3,17,20,8,2
22.51,1014.0,64.0,10000.0,4.0,75.0,2018-08-20 18:00:00,2,18,20,8,2
22.01,1014.0,68.0,10000.0,3.0,75.0,2018-08-20 19:00:00,2,19,20,8,2
20.76,1014.0,73.0,10000.0,3.0,75.0,2018-08-20 20:00:00,6,20,20,8,2
19.76,1014.0,77.0,10000.0,3.0,75.0,2018-08-20 21:00:00,2,21,20,8,2
19.5,1013.0,72.0,10000.0,2.0,75.0,2018-08-20 22:00:00,0,22,20,8,2
19.01,1013.0,77.0,10000.0,2.0,0.0,2018-08-20 23:00:00,1,23,20,8,2
18.26,1012.0,93.0,10000.0,1.0,0.0,2018-08-21 00:00:00,0,0,21,8,3
17.49,1012.0,77.0,10000.0,4.0,0.0,2018-08-21 01:00:00,0,1,21,8,3
17.0,1011.0,88.0,10000.0,3.0,0.0,2018-08-21 02:00:00,1,2,21,8,3
16.67,1011.0,88.0,10000.0,3.0,0.0,2018-08-21 03:00:00,0,3,21,8,3
16.33,1010.0,88.0,10000.0,3.0,0.0,2018-08-21 04:00:00,1,4,21,8,3
15.98,1009.0,88.0,10000.0,4.0,0.0,2018-08-21 05:00:00,1,5,21,8,3
16.31,1008.0,82.0,10000.0,4.0,0.0,2018-08-21 06:00:00,0,6,21,8,3
16.31,1007.0,82.0,10000.0,6.0,40.0,2018-08-21 07:00:00,0,7,21,8,3
18.5,1008.0,88.0,10000.0,4.0,75.0,2018-08-21 08:00:00,3,8,21,8,3
19.01,1007.0,77.0,10000.0,4.0,75.0,2018-08-21 09:00:00,3,9,21,8,3
20.02,1005.0,78.0,10000.0,7.0,75.0,2018-08-21 16:00:00,4,16,21,8,3
17.26,1006.0,93.0,10000.0,4.0,75.0,2018-08-21 17:00:00,3,17,21,8,3
17.99,1006.0,88.0,10000.0,4.0,75.0,2018-08-21 18:00:00,8,18,21,8,3
17.99,1006.0,88.0,10000.0,3.0,75.0,2018-08-21 19:00:00,2,19,21,8,3
18.25,1007.0,88.0,10000.0,4.0,75.0,2018-08-21 20:00:00,1,20,21,8,3
16.5,1007.0,93.0,10000.0,2.0,40.0,2018-08-21 21:00:00,1,21,21,8,3
15.5,1008.0,93.0,10000.0,3.0,0.0,2018-08-21 22:00:00,1,22,21,8,3
14.26,1009.0,93.0,10000.0,2.0,0.0,2018-08-21 23:00:00,0,23,21,8,3
13.76,1009.0,76.0,10000.0,4.0,0.0,2018-08-22 00:00:00,0,0,22,8,4
13.34,1009.0,81.0,10000.0,5.0,0.0,2018-08-22 01:00:00,0,1,22,8,4
12.34,1010.0,76.0,10000.0,6.0,0.0,2018-08-22 02:00:00,0,2,22,8,4
11.02,1010.0,81.0,10000.0,5.0,0.0,2018-08-22 03:00:00,0,3,22,8,4
10.34,1010.0,87.0,10000.0,5.0,0.0,2018-08-22 04:00:00,0,4,22,8,4
10.0,1010.0,81.0,10000.0,6.0,0.0,2018-08-22 05:00:00,0,5,22,8,4
10.0,1011.0,87.0,10000.0,6.0,0.0,2018-08-22 06:00:00,0,6,22,8,4
9.75,1012.0,93.0,10000.0,3.0,0.0,2018-08-22 07:00:00,0,7,22,8,4
11.75,1013.0,81.0,10000.0,5.0,0.0,2018-08-22 08:00:00,2,8,22,8,4
12.25,1013.0,87.0,10000.0,6.0,20.0,2018-08-22 09:00:00,3,9,22,8,4
14.0,1013.0,71.0,10000.0,7.0,20.0,2018-08-22 10:00:00,1,10,22,8,4
15.75,1014.0,67.0,10000.0,8.0,20.0,2018-08-22 11:00:00,2,11,22,8,4
16.346,1007.95,75.0,0.0,5.86,20.0,2018-08-22 12:00:00,5,12,22,8,4
16.346,1007.95,75.0,0.0,5.86,20.0,2018-08-22 13:00:00,2,13,22,8,4
18.01,1015.0,51.0,10000.0,8.0,0.0,2018-08-22 14:00:00,3,14,22,8,4
18.0,1015.0,48.0,10000.0,8.0,0.0,2018-08-22 15:00:00,3,15,22,8,4
18.26,1016.0,45.0,10000.0,6.0,0.0,2018-08-22 16:00:00,2,16,22,8,4
18.75,1016.0,39.0,10000.0,9.0,0.0,2018-08-22 17:00:00,4,17,22,8,4
17.75,1017.0,45.0,10000.0,7.0,0.0,2018-08-22 18:00:00,6,18,22,8,4
17.26,1017.0,45.0,10000.0,7.0,0.0,2018-08-22 19:00:00,1,19,22,8,4
16.26,1018.0,44.0,10000.0,6.0,0.0,2018-08-22 20:00:00,5,20,22,8,4
14.01,1019.0,58.0,10000.0,4.0,0.0,2018-08-22 21:00:00,1,21,22,8,4
12.76,1019.0,71.0,10000.0,3.0,0.0,2018-08-22 22:00:00,0,22,22,8,4
11.5,1020.0,76.0,10000.0,3.0,0.0,2018-08-22 23:00:00,1,23,22,8,4
10.01,1020.0,81.0,10000.0,3.0,0.0,2018-08-23 00:00:00,0,0,23,8,5
9.67,1020.0,76.0,10000.0,4.0,0.0,2018-08-23 01:00:00,0,1,23,8,5
9.0,1021.0,81.0,10000.0,3.0,0.0,2018-08-23 02:00:00,0,2,23,8,5
8.67,1021.0,81.0,10000.0,3.0,0.0,2018-08-23 03:00:00,0,3,23,8,5
8.34,1021.0,81.0,10000.0,3.0,0.0,2018-08-23 04:00:00,0,4,23,8,5
7.67,1021.0,87.0,10000.0,2.0,0.0,2018-08-23 05:00:00,0,5,23,8,5
6.0,1022.0,100.0,10000.0,3.0,0.0,2018-08-23 06:00:00,3,6,23,8,5
6.5,1023.0,100.0,10000.0,2.0,0.0,2018-08-23 07:00:00,2,7,23,8,5
8.75,1023.0,93.0,10000.0,3.0,0.0,2018-08-23 08:00:00,4,8,23,8,5
11.5,1023.0,81.0,10000.0,2.0,0.0,2018-08-23 09:00:00,6,9,23,8,5
14.5,1023.0,67.0,10000.0,2.0,0.0,2018-08-23 10:00:00,6,10,23,8,5
16.5,1023.0,55.0,10000.0,4.0,0.0,2018-08-23 11:00:00,2,11,23,8,5
17.26,1023.0,45.0,10000.0,6.0,75.0,2018-08-23 12:00:00,2,12,23,8,5
18.0,1023.0,45.0,10000.0,5.0,0.0,2018-08-23 13:00:00,5,13,23,8,5
18.5,1023.0,45.0,10000.0,5.0,0.0,2018-08-23 14:00:00,3,14,23,8,5
19.5,1023.0,42.0,10000.0,5.0,0.0,2018-08-23 15:00:00,8,15,23,8,5
19.75,1022.0,42.0,10000.0,5.0,0.0,2018-08-23 16:00:00,6,16,23,8,5
19.75,1022.0,42.0,10000.0,4.0,0.0,2018-08-23 17:00:00,4,17,23,8,5
19.26,1021.0,45.0,10000.0,5.0,0.0,2018-08-23 18:00:00,6,18,23,8,5
19.0,1021.0,45.0,10000.0,4.0,0.0,2018-08-23 19:00:00,0,19,23,8,5
17.26,1021.0,55.0,10000.0,2.0,0.0,2018-08-23 20:00:00,4,20,23,8,5
15.26,1021.0,77.0,10000.0,1.0,0.0,2018-08-23 21:00:00,5,21,23,8,5
13.76,1021.0,87.0,10000.0,2.76,0.0,2018-08-23 22:00:00,0,22,23,8,5
12.26,1021.0,87.0,10000.0,2.6,0.0,2018-08-23 23:00:00,2,23,23,8,5
11.49,1021.0,71.0,10000.0,2.0,0.0,2018-08-24 00:00:00,0,0,24,8,6
11.0,1021.0,71.0,10000.0,2.0,0.0,2018-08-24 01:00:00,0,1,24,8,6
10.34,1021.0,81.0,10000.0,1.0,0.0,2018-08-24 02:00:00,0,2,24,8,6
8.67,1021.0,87.0,10000.0,2.0,0.0,2018-08-24 03:00:00,0,3,24,8,6
8.67,1021.0,87.0,10000.0,2.0,0.0,2018-08-24 04:00:00,0,4,24,8,6
7.66,1021.0,87.0,10000.0,1.0,0.0,2018-08-24 05:00:00,0,5,24,8,6
7.99,1021.0,87.0,10000.0,2.0,0.0,2018-08-24 06:00:00,0,6,24,8,6
8.66,1021.0,87.0,10000.0,1.0,0.0,2018-08-24 07:00:00,1,7,24,8,6
10.75,1022.0,93.0,10000.0,2.21,0.0,2018-08-24 08:00:00,3,8,24,8,6
13.0,1022.0,87.0,10000.0,1.0,0.0,2018-08-24 09:00:00,2,9,24,8,6
16.0,1022.0,72.0,10000.0,2.0,0.0,2018-08-24 10:00:00,3,10,24,8,6
18.75,1021.0,59.0,10000.0,3.0,0.0,2018-08-24 11:00:00,3,11,24,8,6
19.75,1021.0,52.0,10000.0,3.0,0.0,2018-08-24 12:00:00,4,12,24,8,6
20.75,1021.0,46.0,10000.0,4.0,20.0,2018-08-24 13:00:00,2,13,24,8,6
21.75,1020.0,46.0,10000.0,4.0,0.0,2018-08-24 14:00:00,2,14,24,8,6
22.26,1020.0,43.0,10000.0,3.0,0.0,2018-08-24 15:00:00,6,15,24,8,6
23.0,1019.0,40.0,10000.0,3.0,0.0,2018-08-24 16:00:00,5,16,24,8,6
22.75,1019.0,40.0,10000.0,4.0,0.0,2018-08-24 17:00:00,5,17,24,8,6
23.0,1019.0,40.0,10000.0,4.0,0.0,2018-08-24 18:00:00,5,18,24,8,6
22.26,1018.0,43.0,10000.0,3.0,0.0,2018-08-24 19:00:00,5,19,24,8,6
21.0,1018.0,56.0,10000.0,2.0,0.0,2018-08-24 20:00:00,4,20,24,8,6
19.0,1018.0,63.0,10000.0,1.83,0.0,2018-08-24 21:00:00,4,21,24,8,6
15.74,1018.0,82.0,10000.0,1.83,0.0,2018-08-24 22:00:00,0,22,24,8,6
14.25,1018.0,87.0,10000.0,1.11,0.0,2018-08-24 23:00:00,3,23,24,8,6
13.97,1016.0,77.0,10000.0,1.0,0.0,2018-08-27 03:00:00,0,3,27,8,2
20.75,1016.0,60.0,10000.0,1.0,0.0,2018-08-27 09:00:00,1,9,27,8,2
24.26,1016.0,44.0,10000.0,2.0,0.0,2018-08-27 10:00:00,2,10,27,8,2
25.76,1017.0,41.0,10000.0,3.0,0.0,2018-08-27 11:00:00,3,11,27,8,2
27.26,1016.0,32.0,10000.0,4.0,0.0,2018-08-27 12:00:00,1,12,27,8,2
28.01,1016.0,28.0,10000.0,4.0,0.0,2018-08-27 13:00:00,4,13,27,8,2
28.26,1016.0,26.0,10000.0,4.0,0.0,2018-08-27 14:00:00,1,14,27,8,2
28.5,1016.0,26.0,10000.0,5.0,0.0,2018-08-27 15:00:00,2,15,27,8,2
28.26,1016.0,26.0,10000.0,5.0,0.0,2018-08-27 16:00:00,2,16,27,8,2
28.0,1015.0,24.0,10000.0,4.0,0.0,2018-08-27 17:00:00,1,17,27,8,2
27.0,1015.0,30.0,10000.0,3.0,0.0,2018-08-27 18:00:00,0,18,27,8,2
23.24,1016.0,40.0,10000.0,1.11,0.0,2018-08-27 19:00:00,1,19,27,8,2
20.48,1016.0,60.0,10000.0,1.11,0.0,2018-08-27 20:00:00,1,20,27,8,2
18.98,1016.0,63.0,10000.0,1.11,0.0,2018-08-27 21:00:00,0,21,27,8,2
17.73,1016.0,77.0,10000.0,1.96,0.0,2018-08-27 22:00:00,0,22,27,8,2
15.98,1016.0,82.0,10000.0,1.96,0.0,2018-08-27 23:00:00,1,23,27,8,2
14.98,1016.0,77.0,10000.0,1.96,0.0,2018-08-28 00:00:00,0,0,28,8,3
13.99,1016.0,87.0,10000.0,2.55,24.0,2018-08-28 01:00:00,0,1,28,8,3
13.31,1016.0,67.0,10000.0,2.55,0.0,2018-08-28 02:00:00,0,2,28,8,3
12.64,1016.0,72.0,10000.0,2.55,0.0,2018-08-28 03:00:00,0,3,28,8,3
12.64,1017.0,72.0,10000.0,3.0,0.0,2018-08-28 04:00:00,0,4,28,8,3
11.31,1017.0,93.0,10000.0,1.51,0.0,2018-08-28 05:00:00,0,5,28,8,3
11.98,1017.0,93.0,10000.0,2.0,0.0,2018-08-28 06:00:00,0,6,28,8,3
15.24,1017.0,82.0,10000.0,0.3,0.0,2018-08-28 07:00:00,0,7,28,8,3
19.0,1017.0,64.0,10000.0,0.3,0.0,2018-08-28 08:00:00,5,8,28,8,3
22.01,1017.0,53.0,10000.0,1.0,0.0,2018-08-28 09:00:00,1,9,28,8,3
24.51,1018.0,50.0,10000.0,2.0,0.0,2018-08-28 10:00:00,2,10,28,8,3
26.01,1018.0,41.0,10000.0,2.0,0.0,2018-08-28 11:00:00,0,11,28,8,3
27.75,1017.0,32.0,10000.0,3.0,0.0,2018-08-28 12:00:00,3,12,28,8,3
28.76,1017.0,28.0,10000.0,4.0,0.0,2018-08-28 13:00:00,2,13,28,8,3
29.26,1017.0,25.0,10000.0,4.0,0.0,2018-08-28 14:00:00,4,14,28,8,3
29.26,1017.0,26.0,10000.0,4.0,0.0,2018-08-28 15:00:00,5,15,28,8,3
29.0,1017.0,25.0,10000.0,3.0,0.0,2018-08-28 16:00:00,5,16,28,8,3
28.75,1017.0,28.0,10000.0,4.0,0.0,2018-08-28 17:00:00,4,17,28,8,3
27.5,1017.0,34.0,10000.0,3.0,0.0,2018-08-28 18:00:00,3,18,28,8,3
24.99,1017.0,38.0,10000.0,2.0,0.0,2018-08-28 19:00:00,2,19,28,8,3
21.48,1017.0,56.0,10000.0,0.81,0.0,2018-08-28 20:00:00,0,20,28,8,3
19.99,1017.0,68.0,10000.0,0.81,0.0,2018-08-28 21:00:00,0,21,28,8,3
18.48,1017.0,68.0,10000.0,1.78,0.0,2018-08-28 22:00:00,1,22,28,8,3
17.51,1017.0,59.0,10000.0,1.0,0.0,2018-08-28 23:00:00,1,23,28,8,3
17.63,1017.0,56.0,10000.0,1.0,0.0,2018-08-29 00:00:00,0,0,29,8,4
15.98,1017.0,72.0,10000.0,1.0,0.0,2018-08-29 01:00:00,0,1,29,8,4
15.66,1018.0,82.0,10000.0,1.0,0.0,2018-08-29 02:00:00,0,2,29,8,4
15.31,1018.0,82.0,10000.0,1.0,0.0,2018-08-29 03:00:00,0,3,29,8,4
15.02,1018.0,87.0,10000.0,1.0,0.0,2018-08-29 04:00:00,0,4,29,8,4
14.31,1018.0,82.0,10000.0,1.0,0.0,2018-08-29 05:00:00,1,5,29,8,4
14.74,1018.0,87.0,10000.0,1.27,0.0,2018-08-29 06:00:00,1,6,29,8,4
16.5,1018.0,77.0,10000.0,2.0,0.0,2018-08-29 07:00:00,2,7,29,8,4
25.0,1018.0,47.0,10000.0,2.0,0.0,2018-08-29 11:00:00,3,11,29,8,4
27.26,1019.0,36.0,10000.0,4.0,0.0,2018-08-29 12:00:00,0,12,29,8,4
28.5,1019.0,32.0,10000.0,5.0,0.0,2018-08-29 13:00:00,1,13,29,8,4
29.26,1018.0,28.0,10000.0,6.0,0.0,2018-08-29 14:00:00,4,14,29,8,4
29.26,1018.0,26.0,10000.0,6.0,0.0,2018-08-29 15:00:00,5,15,29,8,4
29.26,1018.0,26.0,10000.0,5.0,0.0,2018-08-29 16:00:00,2,16,29,8,4
29.26,1018.0,26.0,10000.0,6.0,0.0,2018-08-29 17:00:00,4,17,29,8,4
29.0,1018.0,28.0,10000.0,5.0,0.0,2018-08-29 18:00:00,6,18,29,8,4
27.74,1017.0,32.0,10000.0,4.0,0.0,2018-08-29 19:00:00,5,19,29,8,4
25.74,1018.0,36.0,10000.0,3.0,0.0,2018-08-29 20:00:00,1,20,29,8,4
23.5,1018.0,38.0,10000.0,3.0,0.0,2018-08-29 21:00:00,3,21,29,8,4
22.75,1018.0,41.0,10000.0,4.0,0.0,2018-08-29 22:00:00,2,22,29,8,4
21.74,1018.0,43.0,10000.0,4.0,0.0,2018-08-29 23:00:00,0,23,29,8,4
20.74,1018.0,43.0,10000.0,4.0,0.0,2018-08-30 00:00:00,0,0,30,8,5
20.98,1018.0,49.0,10000.0,4.0,68.0,2018-08-30 01:00:00,0,1,30,8,5
18.99,1019.0,59.0,10000.0,3.0,0.0,2018-08-30 02:00:00,1,2,30,8,5
18.66,1019.0,59.0,10000.0,1.0,0.0,2018-08-30 03:00:00,2,3,30,8,5
16.64,1019.0,63.0,10000.0,3.47,0.0,2018-08-30 04:00:00,0,4,30,8,5
15.66,1019.0,72.0,10000.0,2.0,0.0,2018-08-30 05:00:00,0,5,30,8,5
15.0,1019.0,87.0,10000.0,3.0,0.0,2018-08-30 06:00:00,1,6,30,8,5
13.99,1019.0,93.0,10000.0,2.31,0.0,2018-08-30 07:00:00,0,7,30,8,5
14.5,1019.0,100.0,10000.0,2.2,0.0,2018-08-30 08:00:00,2,8,30,8,5
18.24,1019.0,77.0,10000.0,2.2,0.0,2018-08-30 09:00:00,2,9,30,8,5
20.74,1019.0,68.0,10000.0,2.2,0.0,2018-08-30 10:00:00,1,10,30,8,5
22.74,1019.0,49.0,10000.0,2.0,0.0,2018-08-30 11:00:00,0,11,30,8,5
24.26,1019.0,47.0,10000.0,3.0,0.0,2018-08-30 12:00:00,0,12,30,8,5
24.26,1020.0,50.0,10000.0,5.0,0.0,2018-08-30 13:00:00,3,13,30,8,5
24.01,1020.0,47.0,10000.0,6.0,0.0,2018-08-30 14:00:00,0,14,30,8,5
22.51,1020.0,46.0,10000.0,2.0,0.0,2018-08-30 15:00:00,2,15,30,8,5
22.77,1020.0,49.0,10000.0,3.0,75.0,2018-08-30 16:00:00,6,16,30,8,5
21.51,1020.0,56.0,10000.0,6.0,75.0,2018-08-30 17:00:00,0,17,30,8,5
20.01,1020.0,64.0,10000.0,3.0,75.0,2018-08-30 18:00:00,0,18,30,8,5
19.5,1020.0,64.0,10000.0,2.27,75.0,2018-08-30 19:00:00,0,19,30,8,5
18.75,1020.0,68.0,10000.0,0.9,0.0,2018-08-30 20:00:00,0,20,30,8,5
17.25,1020.0,82.0,10000.0,3.0,0.0,2018-08-30 21:00:00,0,21,30,8,5
17.0,1020.0,82.0,10000.0,0.9,0.0,2018-08-30 22:00:00,0,22,30,8,5
16.5,1020.0,87.0,10000.0,1.1,0.0,2018-08-30 23:00:00,0,23,30,8,5
16.27,1019.0,72.0,10000.0,1.0,0.0,2018-08-31 00:00:00,0,0,31,8,6
16.0,1020.0,77.0,10000.0,1.0,20.0,2018-08-31 01:00:00,0,1,31,8,6
15.34,1020.0,87.0,10000.0,2.0,20.0,2018-08-31 02:00:00,0,2,31,8,6
15.67,1020.0,82.0,10000.0,1.0,0.0,2018-08-31 03:00:00,0,3,31,8,6
16.0,1020.0,82.0,10000.0,1.0,0.0,2018-08-31 04:00:00,0,4,31,8,6
15.0,1020.0,93.0,10000.0,2.0,0.0,2018-08-31 05:00:00,0,5,31,8,6
15.0,1021.0,100.0,10000.0,2.0,75.0,2018-08-31 06:00:00,0,6,31,8,6
15.01,1021.0,100.0,10000.0,2.0,75.0,2018-08-31 07:00:00,0,7,31,8,6
14.75,1020.0,100.0,8000.0,3.0,75.0,2018-08-31 08:00:00,0,8,31,8,6
15.0,1021.0,100.0,7000.0,1.86,75.0,2018-08-31 09:00:00,0,9,31,8,6
16.5,1021.0,100.0,10000.0,1.0,75.0,2018-08-31 10:00:00,0,10,31,8,6
17.75,1021.0,88.0,10000.0,2.42,75.0,2018-08-31 11:00:00,0,11,31,8,6
19.75,1021.0,88.0,10000.0,2.42,75.0,2018-08-31 12:00:00,0,12,31,8,6
20.5,1021.0,77.0,10000.0,2.42,75.0,2018-08-31 13:00:00,0,13,31,8,6
21.74,1021.0,73.0,10000.0,1.46,75.0,2018-08-31 14:00:00,0,14,31,8,6
22.5,1021.0,53.0,10000.0,1.0,75.0,2018-08-31 15:00:00,0,15,31,8,6
22.74,1021.0,56.0,10000.0,2.0,75.0,2018-08-31 16:00:00,1,16,31,8,6
22.74,1021.0,56.0,10000.0,2.0,75.0,2018-08-31 17:00:00,5,17,31,8,6
22.74,1021.0,60.0,10000.0,1.0,40.0,2018-08-31 18:00:00,3,18,31,8,6
22.25,1021.0,60.0,10000.0,2.0,40.0,2018-08-31 19:00:00,2,19,31,8,6
20.5,1021.0,77.0,10000.0,2.37,20.0,2018-08-31 20:00:00,2,20,31,8,6
18.5,1022.0,88.0,10000.0,2.37,0.0,2018-08-31 21:00:00,4,21,31,8,6
16.74,1022.0,93.0,10000.0,2.37,0.0,2018-08-31 22:00:00,0,22,31,8,6
16.99,1022.0,100.0,10000.0,2.37,0.0,2018-08-31 23:00:00,0,23,31,8,6
16.74,1023.0,93.0,10000.0,1.0,0.0,2018-09-01 00:00:00,0,0,1,9,7
14.75,1023.0,93.0,2300.0,2.37,0.0,2018-09-01 01:00:00,0,1,1,9,7
13.69,1023.0,87.0,10000.0,1.16,0.0,2018-09-01 02:00:00,0,2,1,9,7
13.33,1023.0,93.0,10000.0,1.0,0.0,2018-09-01 03:00:00,0,3,1,9,7
12.51,1024.0,100.0,100.0,1.16,0.0,2018-09-01 04:00:00,1,4,1,9,7
12.26,1024.0,100.0,4800.0,1.17,20.0,2018-09-01 05:00:00,1,5,1,9,7
10.75,1024.0,100.0,600.0,1.17,20.0,2018-09-01 06:00:00,0,6,1,9,7
10.99,1025.0,100.0,5000.0,1.17,20.0,2018-09-01 07:00:00,2,7,1,9,7
12.99,1025.0,100.0,10000.0,1.75,0.0,2018-09-01 08:00:00,1,8,1,9,7
15.76,1026.0,100.0,10000.0,1.75,0.0,2018-09-01 09:00:00,3,9,1,9,7
18.0,1026.0,88.0,10000.0,1.75,0.0,2018-09-01 10:00:00,1,10,1,9,7
20.0,1026.0,68.0,10000.0,4.0,0.0,2018-09-01 11:00:00,3,11,1,9,7
21.0,1026.0,60.0,10000.0,3.0,0.0,2018-09-01 12:00:00,2,12,1,9,7
21.74,1026.0,53.0,10000.0,2.0,0.0,2018-09-01 13:00:00,2,13,1,9,7
22.5,1026.0,53.0,10000.0,2.0,0.0,2018-09-01 14:00:00,7,14,1,9,7
23.25,1026.0,49.0,10000.0,1.0,0.0,2018-09-01 15:00:00,1,15,1,9,7
23.25,1026.0,46.0,10000.0,2.0,0.0,2018-09-01 16:00:00,2,16,1,9,7
23.75,1026.0,44.0,10000.0,1.75,0.0,2018-09-01 17:00:00,4,17,1,9,7
23.0,1026.0,46.0,10000.0,2.0,0.0,2018-09-01 18:00:00,4,18,1,9,7
22.5,1026.0,56.0,10000.0,1.0,0.0,2018-09-01 19:00:00,0,19,1,9,7
20.26,1026.0,68.0,10000.0,1.86,0.0,2018-09-01 20:00:00,1,20,1,9,7
16.26,1026.0,82.0,10000.0,3.0,0.0,2018-09-03 01:00:00,0,1,3,9,2
18.25,1026.0,77.0,10000.0,2.0,0.0,2018-09-03 10:00:00,3,10,3,9,2
19.25,1026.0,72.0,10000.0,3.0,0.0,2018-09-03 11:00:00,2,11,3,9,2
20.5,1026.0,68.0,10000.0,5.0,0.0,2018-09-03 12:00:00,1,12,3,9,2
21.25,1026.0,60.0,10000.0,5.0,0.0,2018-09-03 13:00:00,2,13,3,9,2
21.75,1026.0,60.0,10000.0,5.0,0.0,2018-09-03 14:00:00,0,14,3,9,2
21.76,1026.0,64.0,10000.0,3.0,0.0,2018-09-03 15:00:00,4,15,3,9,2
21.26,1026.0,60.0,10000.0,3.0,0.0,2018-09-03 16:00:00,1,16,3,9,2
21.01,1025.0,64.0,10000.0,3.0,0.0,2018-09-03 17:00:00,1,17,3,9,2
20.76,1025.0,68.0,10000.0,3.0,90.0,2018-09-03 18:00:00,0,18,3,9,2
20.01,1025.0,68.0,10000.0,4.0,90.0,2018-09-03 19:00:00,5,19,3,9,2
19.26,1025.0,72.0,10000.0,4.0,90.0,2018-09-03 20:00:00,2,20,3,9,2
18.26,1025.0,82.0,10000.0,2.0,75.0,2018-09-03 21:00:00,2,21,3,9,2
17.75,1025.0,88.0,10000.0,3.0,75.0,2018-09-03 22:00:00,2,22,3,9,2
17.25,1025.0,82.0,10000.0,3.0,0.0,2018-09-03 23:00:00,1,23,3,9,2
17.25,1025.0,72.0,10000.0,3.0,0.0,2018-09-04 00:00:00,0,0,4,9,3
17.0,1025.0,72.0,10000.0,3.0,0.0,2018-09-04 01:00:00,0,1,4,9,3
16.74,1025.0,72.0,10000.0,3.0,0.0,2018-09-04 02:00:00,2,2,4,9,3
16.27,1025.0,77.0,10000.0,4.0,0.0,2018-09-04 03:00:00,0,3,4,9,3
15.33,1025.0,77.0,10000.0,4.0,0.0,2018-09-04 04:00:00,1,4,4,9,3
14.25,1025.0,93.0,10000.0,3.0,0.0,2018-09-04 05:00:00,1,5,4,9,3
13.99,1025.0,87.0,10000.0,4.0,0.0,2018-09-04 06:00:00,0,6,4,9,3
13.74,1025.0,87.0,10000.0,4.0,0.0,2018-09-04 07:00:00,3,7,4,9,3
14.25,1025.0,93.0,10000.0,4.0,75.0,2018-09-04 08:00:00,0,8,4,9,3
15.0,1025.0,82.0,10000.0,4.0,0.0,2018-09-04 09:00:00,3,9,4,9,3
16.25,1025.0,82.0,10000.0,4.0,0.0,2018-09-04 10:00:00,3,10,4,9,3
18.25,1025.0,72.0,10000.0,5.0,0.0,2018-09-04 11:00:00,1,11,4,9,3
20.0,1025.0,64.0,10000.0,5.0,0.0,2018-09-04 12:00:00,0,12,4,9,3
20.75,1024.0,64.0,10000.0,5.0,0.0,2018-09-04 13:00:00,2,13,4,9,3
22.75,1024.0,53.0,10000.0,3.0,0.0,2018-09-04 15:00:00,2,15,4,9,3
23.0,1023.0,53.0,10000.0,4.0,0.0,2018-09-04 16:00:00,3,16,4,9,3
23.01,1023.0,53.0,10000.0,4.0,0.0,2018-09-04 17:00:00,1,17,4,9,3
23.01,1023.0,53.0,10000.0,3.0,0.0,2018-09-04 18:00:00,3,18,4,9,3
21.5,1023.0,60.0,10000.0,3.0,0.0,2018-09-04 19:00:00,3,19,4,9,3
20.5,1023.0,64.0,10000.0,2.0,0.0,2018-09-04 20:00:00,0,20,4,9,3
18.01,1023.0,72.0,10000.0,2.0,0.0,2018-09-04 21:00:00,3,21,4,9,3
17.51,1024.0,77.0,10000.0,3.0,0.0,2018-09-04 22:00:00,0,22,4,9,3
16.5,1024.0,77.0,10000.0,3.0,0.0,2018-09-04 23:00:00,1,23,4,9,3
15.74,1023.0,77.0,10000.0,3.0,0.0,2018-09-05 00:00:00,0,0,5,9,4
15.25,1023.0,77.0,10000.0,3.0,0.0,2018-09-05 01:00:00,0,1,5,9,4
15.0,1023.0,82.0,10000.0,3.0,0.0,2018-09-05 02:00:00,0,2,5,9,4
15.02,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 03:00:00,0,3,5,9,4
14.0,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 04:00:00,1,4,5,9,4
13.66,1023.0,100.0,10000.0,3.0,0.0,2018-09-05 05:00:00,0,5,5,9,4
13.33,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 06:00:00,0,6,5,9,4
12.74,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 07:00:00,0,7,5,9,4
13.99,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 08:00:00,3,8,5,9,4
15.99,1023.0,82.0,10000.0,4.0,0.0,2018-09-05 09:00:00,3,9,5,9,4
18.0,1024.0,68.0,10000.0,2.0,0.0,2018-09-05 10:00:00,2,10,5,9,4
20.0,1024.0,64.0,10000.0,3.0,0.0,2018-09-05 11:00:00,4,11,5,9,4
21.75,1024.0,60.0,10000.0,3.0,0.0,2018-09-05 12:00:00,3,12,5,9,4
23.5,1023.0,49.0,10000.0,4.0,0.0,2018-09-05 13:00:00,4,13,5,9,4
25.01,1023.0,41.0,10000.0,5.0,0.0,2018-09-05 14:00:00,5,14,5,9,4
